CustomerID,Recency,Frequency,Monetary,AOV_Mean,Product_Diversity,Customer_Lifetime,R_Score,F_Score,M_Score,Simple_Segment,KMeans_Cluster,Hierarchical_Cluster,Best_Cluster
12913.0,5,5,2483.63,49.6726,37,364,5,4,5,Champions,1,0,1
12915.0,149,2,363.65,16.529545454545453,19,224,2,2,2,Lost Customers,0,0,0
12916.0,139,4,2944.95,28.59174757281553,53,182,2,4,5,Loyal Customers,1,1,1
12917.0,128,1,594.0,297.0,2,1,2,1,3,Lost Customers,0,0,0
12919.0,8,6,1335.19,26.7038,34,162,5,4,4,Champions,1,0,1
12920.0,17,1,162.78,6.028888888888889,27,1,4,1,1,New Customers,0,0,0
12921.0,9,37,16587.09,23.037625,233,365,5,5,5,Champions,1,1,1
12922.0,161,1,405.38,14.477857142857143,28,1,2,1,2,Lost Customers,0,0,0
12923.0,64,1,172.82,6.172142857142857,28,1,3,1,1,Potential Loyalists,0,0,0
12924.0,88,4,933.7,31.123333333333335,22,240,2,4,4,Loyal Customers,0,0,0
12925.0,5,2,694.05,15.423333333333332,42,71,5,2,3,New Customers,0,0,0
12928.0,35,5,2062.7000000000003,24.555952380952384,59,324,3,4,5,Loyal Customers,1,1,1
12929.0,312,1,117.85,14.73125,8,1,1,1,1,Lost Customers,0,0,0
12930.0,78,2,415.8,16.632,20,94,2,2,2,Lost Customers,0,0,0
12931.0,22,15,42055.96,512.8775609756098,28,337,4,5,5,Champions,1,1,1
12933.0,24,3,607.53,5.7314150943396225,102,260,4,3,3,Potential Loyalists,1,1,1
12935.0,2,7,2160.7,16.749612403100773,80,318,5,5,5,Champions,1,1,1
12936.0,17,4,1063.9,17.15967741935484,56,62,4,4,4,Champions,0,0,0
12937.0,15,4,1504.27,12.535583333333333,81,253,4,4,4,Champions,1,1,1
12938.0,26,1,114.14,12.682222222222222,9,1,4,1,1,New Customers,0,0,0
12939.0,64,8,11581.8,246.42127659574467,21,271,3,5,5,Loyal Customers,1,1,1
12940.0,55,2,899.69,9.371770833333334,87,34,3,2,4,Potential Loyalists,0,1,0
12942.0,131,3,675.6,9.651428571428571,68,235,2,3,3,Lost Customers,0,0,0
12944.0,36,2,604.51,20.150333333333332,29,320,3,2,3,Potential Loyalists,0,0,0
12945.0,288,1,462.95,20.128260869565217,23,1,1,1,2,Lost Customers,0,0,0
12947.0,144,6,1603.99,16.535979381443298,83,230,2,4,4,Loyal Customers,1,1,1
12948.0,16,7,2064.95,17.801293103448273,82,249,4,5,5,Champions,1,1,1
12949.0,31,8,4167.22,19.382418604651164,166,222,4,5,5,Champions,1,1,1
12950.0,2,3,1843.0,80.1304347826087,13,22,5,3,4,Potential Loyalists,0,0,0
12951.0,9,6,1064.07,16.89,53,323,5,5,4,Champions,1,1,1
12952.0,6,4,1387.79,17.566962025316457,64,73,5,4,4,Champions,0,0,0
12953.0,10,1,329.85,19.40294117647059,17,1,5,1,2,New Customers,0,0,0
12955.0,1,11,4757.16,26.428666666666665,81,267,5,5,5,Champions,1,1,1
12956.0,306,1,108.07,5.687894736842105,19,1,1,1,1,Lost Customers,0,0,0
12957.0,10,8,4017.54,16.880420168067225,208,330,5,5,5,Champions,1,1,1
12962.0,7,2,266.39,16.649375,15,107,5,2,2,New Customers,0,0,0
12963.0,8,8,1856.63,19.54347368421053,75,358,5,5,4,Champions,1,1,1
12965.0,89,1,769.8100000000001,7.1278703703703705,108,1,2,1,3,Lost Customers,0,1,0
12966.0,10,1,160.18,16.018,10,1,5,1,1,New Customers,0,0,0
12967.0,358,2,1660.9,87.41578947368421,19,14,1,2,4,Lost Customers,0,0,0
12968.0,112,1,135.95,27.189999999999998,5,1,2,1,1,Lost Customers,0,0,0
12970.0,7,4,405.47,3.1431782945736435,116,316,5,4,2,Potential Loyalists,1,1,1
12971.0,4,86,11189.91,36.68822950819672,94,369,5,5,5,Champions,1,1,1
12974.0,198,1,144.8,18.1,8,1,1,1,1,Lost Customers,0,0,0
12976.0,212,1,738.6,33.57272727272727,22,1,1,1,3,Lost Customers,0,0,0
12977.0,156,1,39.239999999999995,4.359999999999999,9,1,2,1,1,Lost Customers,0,0,0
12980.0,158,9,7374.900000000001,368.745,6,201,2,5,5,Loyal Customers,1,1,1
12981.0,30,2,372.21999999999997,18.610999999999997,12,104,4,2,2,New Customers,0,0,0
12982.0,243,1,390.54,13.947857142857144,28,1,1,1,2,Lost Customers,0,0,0
12984.0,19,1,97.5,24.375,4,1,4,1,1,New Customers,0,0,0
12985.0,1,2,1239.38,16.30763157894737,73,28,5,2,4,New Customers,0,0,0
12987.0,74,2,558.7,19.95357142857143,27,125,2,2,3,Lost Customers,0,0,0
12988.0,292,1,505.82,6.094216867469879,75,1,1,1,3,Lost Customers,0,0,0
12989.0,3,15,6924.110000000001,108.18921875000001,41,362,5,5,5,Champions,1,1,1
12990.0,31,3,409.5,31.5,8,279,4,3,2,Potential Loyalists,0,0,0
12991.0,23,2,503.76,16.25032258064516,31,90,4,2,3,New Customers,0,0,0
12993.0,23,4,414.76,15.361481481481482,26,276,4,4,2,Potential Loyalists,0,0,0
12994.0,4,3,974.4200000000001,15.97409836065574,52,265,5,3,4,Potential Loyalists,0,0,0
12995.0,85,1,211.32,70.44,3,1,2,1,1,Lost Customers,0,0,0
12997.0,22,4,1226.89,20.794745762711866,45,295,4,4,4,Champions,1,0,1
12999.0,196,3,455.88,16.28142857142857,25,50,1,3,2,Lost Customers,0,0,0
13000.0,107,3,534.85,17.253225806451614,30,259,2,3,3,Lost Customers,0,0,0
13001.0,4,13,9785.970000000001,29.038486646884277,166,323,5,5,5,Champions,1,1,1
13002.0,318,1,120.94999999999999,17.27857142857143,7,1,1,1,1,Lost Customers,0,0,0
13003.0,106,3,149.05,24.84166666666667,4,110,2,3,1,Lost Customers,0,0,0
13004.0,12,18,5655.91,13.999777227722772,277,347,5,5,5,Champions,1,1,1
13005.0,174,2,513.7,19.75769230769231,21,73,2,2,3,Lost Customers,0,0,0
13006.0,56,1,81.57,20.3925,4,1,3,1,1,Potential Loyalists,0,0,0
13008.0,323,1,229.46999999999997,16.390714285714285,14,1,1,1,1,Lost Customers,0,0,0
13011.0,372,1,50.550000000000004,16.85,3,1,1,1,1,Lost Customers,0,0,0
13012.0,9,8,1646.8400000000001,18.71409090909091,67,286,5,5,4,Champions,1,1,1
13013.0,1,13,4810.9400000000005,21.967762557077627,155,371,5,5,5,Champions,1,1,1
13014.0,11,10,3466.2799999999997,31.800733944954125,67,271,5,5,5,Champions,1,1,1
13015.0,53,5,3339.64,19.08365714285714,156,196,3,4,5,Loyal Customers,1,1,1
13016.0,73,3,789.89,16.806170212765956,39,50,2,3,3,Lost Customers,0,0,0
13017.0,7,1,204.0,204.0,1,1,5,1,1,New Customers,0,0,0
13018.0,16,28,7277.7,15.890174672489083,313,280,4,5,5,Champions,1,1,1
13021.0,4,9,2616.38,19.97236641221374,101,355,5,5,5,Champions,1,1,1
13023.0,64,2,689.9,17.2475,36,66,3,2,3,Potential Loyalists,0,0,0
13026.0,1,5,975.36,24.384,32,275,5,4,4,Champions,1,0,1
13027.0,114,6,6912.0,265.84615384615387,6,241,2,5,5,Loyal Customers,1,1,1
13028.0,23,2,661.3199999999999,14.695999999999998,40,23,4,2,3,New Customers,0,0,0
13029.0,31,3,1247.5,124.75,8,323,4,3,4,Potential Loyalists,0,0,0
13030.0,11,2,752.4399999999999,8.178695652173912,76,357,5,2,3,New Customers,1,1,1
13032.0,52,2,1010.18,14.227887323943662,55,35,3,2,4,Potential Loyalists,0,0,0
13033.0,357,1,190.55,17.322727272727274,11,1,1,1,1,Lost Customers,0,0,0
13034.0,55,2,642.77,17.372162162162162,37,315,3,2,3,Potential Loyalists,0,0,0
13035.0,74,2,921.88,34.1437037037037,23,187,2,2,4,Lost Customers,0,0,0
13037.0,138,3,881.07,18.355625,44,119,2,3,3,Lost Customers,0,0,0
13038.0,80,3,908.46,32.445,24,211,2,3,4,Lost Customers,0,0,0
13040.0,9,2,676.99,15.743953488372092,38,25,5,2,3,New Customers,0,0,0
13043.0,273,1,516.42,39.72461538461538,13,1,1,1,3,Lost Customers,0,0,0
13044.0,291,1,560.47,16.983939393939394,33,1,1,1,3,Lost Customers,0,0,0
13045.0,99,1,305.28000000000003,16.96,18,1,2,1,2,Lost Customers,0,0,0
13046.0,31,2,629.31,17.980285714285714,33,236,4,2,3,New Customers,0,0,0
13047.0,32,10,3237.54,18.822906976744186,106,343,4,5,5,Champions,1,1,1
13048.0,14,4,1819.41,13.477111111111112,77,313,4,4,4,Champions,1,1,1
13049.0,64,2,656.6800000000001,46.90571428571429,14,254,3,2,3,Potential Loyalists,0,0,0
13050.0,15,17,5836.86,14.483523573200992,246,352,4,5,5,Champions,1,1,1
13052.0,212,1,348.15000000000003,19.34166666666667,18,1,1,1,2,Lost Customers,0,0,0
13055.0,78,3,1214.41,15.979078947368421,74,136,2,3,4,Lost Customers,0,0,0
13058.0,25,3,271.40000000000003,33.925000000000004,5,128,4,3,2,Potential Loyalists,0,0,0
13059.0,250,1,183.4,22.925,8,1,1,1,1,Lost Customers,0,0,0
13060.0,254,1,307.53,20.502,15,1,1,1,2,Lost Customers,0,0,0
13061.0,72,1,248.61,24.861,10,1,2,1,2,Lost Customers,0,0,0
13062.0,191,1,346.98,31.543636363636367,11,1,1,1,2,Lost Customers,0,0,0
13064.0,13,4,1105.59,16.258676470588235,51,315,5,4,4,Champions,1,0,1
13065.0,373,1,205.86,14.704285714285716,14,1,1,1,1,Lost Customers,0,0,0
13066.0,24,2,470.8,9.808333333333334,48,8,4,2,3,New Customers,0,0,0
13067.0,82,1,115.46000000000001,7.697333333333334,14,1,2,1,1,Lost Customers,0,0,0
13068.0,10,2,344.0,172.0,1,310,5,2,2,New Customers,0,0,0
13069.0,1,24,4431.44,10.451509433962263,281,369,5,5,5,Champions,1,1,1
13070.0,192,1,228.8,25.422222222222224,9,1,1,1,1,Lost Customers,0,0,0
13072.0,267,1,177.15,25.307142857142857,7,1,1,1,1,Lost Customers,0,0,0
13075.0,130,1,919.61,41.80045454545455,22,1,2,1,4,Lost Customers,0,0,0
13077.0,1,4,728.02,6.558738738738739,99,366,5,4,3,Potential Loyalists,1,1,1
13078.0,3,26,12627.94,35.27357541899441,95,364,5,5,5,Champions,1,1,1
13079.0,4,5,220.10000000000002,36.68333333333334,2,137,5,4,1,Potential Loyalists,0,0,0
13080.0,179,1,58.08,9.68,6,1,1,1,1,Lost Customers,0,0,0
13081.0,12,11,28337.38,27.67322265625,503,360,5,5,5,Champions,1,1,1
13082.0,126,9,3613.63,49.50178082191781,63,213,2,5,5,Loyal Customers,1,1,1
13083.0,4,2,303.75,16.875,15,72,5,2,2,New Customers,0,0,0
13085.0,158,2,416.08000000000004,18.912727272727274,17,138,2,2,2,Lost Customers,0,0,0
13089.0,3,97,58762.08,32.393649393605294,636,367,5,5,5,Champions,1,1,1
13090.0,9,14,8910.82,57.48916129032258,98,365,5,5,5,Champions,1,1,1
13091.0,28,1,345.82,16.467619047619046,21,1,4,1,2,New Customers,0,0,0
13092.0,71,5,477.83,19.1132,19,289,3,4,3,At Risk,0,0,0
13093.0,276,8,7832.47,49.260817610062894,97,98,1,5,5,Loyal Customers,1,1,1
13094.0,21,12,1927.3200000000002,80.305,4,348,4,5,4,Champions,1,1,1
13095.0,71,1,74.39999999999999,12.399999999999999,6,1,3,1,1,Potential Loyalists,0,0,0
13097.0,33,10,6003.22,14.259429928741094,214,328,4,5,5,Champions,1,1,1
13098.0,1,28,28882.44,50.49377622377622,156,317,5,5,5,Champions,1,1,1
13099.0,99,1,207.35999999999999,207.35999999999999,1,1,2,1,1,Lost Customers,0,0,0
13101.0,234,1,101.19,12.64875,8,1,1,1,1,Lost Customers,0,0,0
13102.0,1,24,6424.09,21.131875,140,364,5,5,5,Champions,1,1,1
13103.0,40,1,243.94,30.4925,8,1,3,1,2,Potential Loyalists,0,0,0
13104.0,3,6,1098.48,54.924,14,352,5,5,4,Champions,1,0,1
13106.0,133,1,76.5,76.5,1,1,2,1,1,Lost Customers,0,0,0
13107.0,44,4,1531.6200000000001,26.407241379310346,54,290,3,4,4,Loyal Customers,1,0,1
13108.0,373,1,350.06,35.006,10,1,1,1,2,Lost Customers,0,0,0
13109.0,60,2,786.54,16.734893617021275,41,98,3,2,3,Potential Loyalists,0,0,0
13110.0,31,7,1488.67,10.266689655172414,109,280,4,5,4,Champions,1,1,1
13113.0,1,24,12245.960000000001,61.229800000000004,95,366,5,5,5,Champions,1,1,1
13115.0,12,4,2294.78,19.12316666666667,88,173,5,4,5,Champions,1,1,1
13116.0,138,1,501.14,16.704666666666665,30,1,2,1,3,Lost Customers,0,0,0
13117.0,22,8,984.91,12.959342105263158,66,351,4,5,4,Champions,1,1,1
13118.0,20,5,1197.81,15.162151898734177,68,270,4,4,4,Champions,1,1,1
13120.0,239,1,30.599999999999998,30.599999999999998,1,1,1,1,1,Lost Customers,0,0,0
13121.0,269,1,283.73,5.674600000000001,50,1,1,1,2,Lost Customers,0,0,0
13122.0,94,2,922.39,16.77072727272727,54,147,2,2,4,Lost Customers,0,0,0
13124.0,90,3,3756.33,16.920405405405404,185,270,2,3,5,Lost Customers,1,1,1
13126.0,5,8,2099.64,14.997428571428571,124,362,5,5,5,Champions,1,1,1
13127.0,78,1,259.17,17.278000000000002,15,1,2,1,2,Lost Customers,0,0,0
13130.0,94,1,64.0,32.0,2,1,2,1,1,Lost Customers,0,0,0
13131.0,23,3,1073.3,24.393181818181816,30,165,4,3,4,Potential Loyalists,0,0,0
13132.0,262,1,77.3,25.766666666666666,3,1,1,1,1,Lost Customers,0,0,0
13133.0,274,2,109.8,15.685714285714285,7,31,1,2,1,Lost Customers,0,0,0
13134.0,86,4,1793.58,18.301836734693875,94,155,2,4,4,Loyal Customers,1,1,1
13135.0,197,1,3096.0,3096.0,1,1,1,1,5,Lost Customers,0,0,0
13136.0,56,5,2607.61,20.53236220472441,94,157,3,4,5,Loyal Customers,1,1,1
13137.0,11,8,3603.29,5.244963609898107,345,299,5,5,5,Champions,1,1,1
13138.0,22,6,962.39,15.276031746031746,31,351,4,5,4,Champions,1,1,1
13139.0,16,7,5064.94,29.79376470588235,132,244,4,5,5,Champions,1,1,1
13140.0,108,3,422.47,9.388222222222224,40,259,2,3,2,Lost Customers,0,0,0
13141.0,85,5,2388.75,17.694444444444443,113,231,2,4,5,Loyal Customers,1,1,1
13142.0,19,1,307.09,13.351739130434781,23,1,4,1,2,New Customers,0,0,0
13144.0,333,1,110.95,36.983333333333334,3,1,1,1,1,Lost Customers,0,0,0
13145.0,40,4,618.52,103.08666666666666,5,333,3,4,3,At Risk,0,0,0
13146.0,26,1,228.91,13.465294117647058,16,1,4,1,1,New Customers,0,0,0
13147.0,10,4,712.8000000000001,178.20000000000002,1,90,5,4,3,Potential Loyalists,0,0,0
13148.0,29,12,3683.26,11.805320512820513,231,336,4,5,5,Champions,1,1,1
13149.0,14,4,1676.06,19.48906976744186,76,275,4,4,4,Champions,1,1,1
13151.0,296,1,1257.8700000000001,16.998243243243245,73,1,1,1,4,Lost Customers,0,0,0
13153.0,6,1,486.22,32.41466666666667,15,1,5,1,3,New Customers,0,0,0
13155.0,33,4,971.76,11.432470588235294,67,336,4,4,4,Champions,1,0,1
13157.0,49,4,1741.22,20.014022988505747,69,249,3,4,4,Loyal Customers,1,1,1
13158.0,95,4,1201.06,15.203291139240505,59,225,2,4,4,Loyal Customers,0,0,0
13159.0,9,4,1429.35,11.911249999999999,114,107,5,4,4,Champions,1,1,1
13160.0,22,1,91.8,22.95,4,1,4,1,1,New Customers,0,0,0
13161.0,313,1,112.75,14.09375,8,1,1,1,1,Lost Customers,0,0,0
13162.0,122,4,1688.29,21.370759493670885,74,213,2,4,4,Loyal Customers,1,0,1
13165.0,46,2,1021.48,24.32095238095238,40,306,3,2,4,Potential Loyalists,0,0,0
13166.0,283,1,417.2,10.175609756097561,39,1,1,1,2,Lost Customers,0,0,0
13167.0,19,4,791.33,12.174307692307693,51,126,4,4,3,Potential Loyalists,0,0,0
13168.0,36,4,1299.59,10.314206349206348,102,282,3,4,4,Loyal Customers,1,1,1
13169.0,64,2,712.88,54.83692307692308,11,189,3,2,3,Potential Loyalists,0,0,0
13170.0,27,1,108.81,3.6270000000000002,29,1,4,1,1,New Customers,0,0,0
13171.0,22,3,468.41,10.182826086956522,37,278,4,3,3,Potential Loyalists,0,0,0
13173.0,4,2,353.65,8.224418604651163,41,364,5,2,2,New Customers,0,0,0
13174.0,16,3,2742.82,9.361160409556314,228,353,4,3,5,Potential Loyalists,1,1,1
13176.0,46,1,481.49,7.186417910447761,66,1,3,1,3,Potential Loyalists,0,0,0
13177.0,65,1,282.45,16.61470588235294,17,1,3,1,2,Potential Loyalists,0,0,0
13178.0,26,11,5725.47,21.60554716981132,95,335,4,5,5,Champions,1,1,1
13182.0,45,1,121.18,11.016363636363637,11,1,3,1,1,Potential Loyalists,0,0,0
13183.0,8,9,3957.78,42.10404255319149,51,327,5,5,5,Champions,1,1,1
13184.0,15,10,1668.95,9.323743016759776,138,276,4,5,4,Champions,1,1,1
13185.0,268,1,71.4,71.4,1,1,1,1,1,Lost Customers,0,0,0
13186.0,40,3,1575.89,19.947974683544306,69,90,3,3,4,At Risk,0,0,0
13187.0,337,1,236.02,6.378918918918919,37,1,1,1,1,Lost Customers,0,0,0
13188.0,11,1,114.60000000000001,57.300000000000004,2,1,5,1,1,New Customers,0,0,0
13189.0,19,2,260.68,8.988965517241379,29,97,4,2,2,New Customers,0,0,0
13192.0,95,2,911.94,14.475238095238096,57,110,2,2,4,Lost Customers,0,0,0
13193.0,61,1,112.08,4.4832,22,1,3,1,1,Potential Loyalists,0,0,0
13194.0,136,1,60.7,20.233333333333334,3,1,2,1,1,Lost Customers,0,0,0
13196.0,11,4,1797.78,16.343454545454545,97,251,5,4,4,Champions,1,1,1
13198.0,10,6,3401.2400000000002,15.049734513274338,199,352,5,5,5,Champions,1,1,1
13199.0,4,38,9817.12,82.49680672268909,48,364,5,5,5,Champions,1,1,1
13200.0,19,4,870.09,18.915,42,108,4,4,3,Potential Loyalists,0,0,0
13203.0,10,4,869.46,15.253684210526316,56,233,5,4,3,Potential Loyalists,0,0,0
13207.0,15,2,250.26000000000002,31.282500000000002,7,136,4,2,2,New Customers,0,0,0
13208.0,59,6,1217.65,8.227364864864866,124,251,3,5,4,Loyal Customers,1,1,1
13209.0,30,8,5891.61,18.35392523364486,255,332,4,5,5,Champions,1,1,1
13210.0,94,1,353.48,16.067272727272726,22,1,2,1,2,Lost Customers,0,0,0
13211.0,10,3,1095.42,19.916727272727275,45,351,5,3,4,Potential Loyalists,1,0,1
13212.0,20,3,786.83,5.580354609929079,128,42,4,3,3,Potential Loyalists,0,1,0
13213.0,57,5,1520.58,16.895333333333333,82,143,3,4,4,Loyal Customers,1,1,1
13216.0,268,1,333.74,66.748,5,1,1,1,2,Lost Customers,0,0,0
13217.0,122,3,533.98,133.495,3,35,2,3,3,Lost Customers,0,0,0
13218.0,127,1,62.63999999999999,12.527999999999999,5,1,2,1,1,Lost Customers,0,0,0
13220.0,78,4,819.2900000000001,39.01380952380953,18,159,2,4,3,Lost Customers,0,0,0
13221.0,240,2,847.41,12.839545454545455,62,120,1,2,3,Lost Customers,0,0,0
13223.0,200,2,163.20000000000002,32.64,5,32,1,2,1,Lost Customers,0,0,0
13224.0,60,2,2155.95,19.9625,101,92,3,2,5,Potential Loyalists,1,1,1
13225.0,3,7,6463.84,201.995,23,359,5,5,5,Champions,1,1,1
13226.0,273,1,108.21000000000001,6.7631250000000005,16,1,1,1,1,Lost Customers,0,0,0
13227.0,202,1,257.7,28.633333333333333,9,1,1,1,2,Lost Customers,0,0,0
13228.0,81,1,358.0,179.0,2,1,2,1,2,Lost Customers,0,0,0
13229.0,226,1,160.95,16.095,10,1,1,1,1,Lost Customers,0,0,0
13230.0,4,14,2755.63,4.69442930153322,393,361,5,5,5,Champions,1,1,1
13232.0,13,7,1328.35,6.575990099009901,147,231,5,5,4,Champions,1,1,1
13233.0,74,2,605.12,14.072558139534884,43,262,2,2,3,Lost Customers,0,0,0
13235.0,212,1,1031.07,17.77706896551724,53,1,1,1,4,Lost Customers,0,0,0
13236.0,24,2,744.85,20.69027777777778,34,83,4,2,3,New Customers,0,0,0
13238.0,17,4,700.73,22.604193548387098,20,344,4,4,3,Potential Loyalists,0,0,0
13239.0,262,1,329.56,15.693333333333333,21,1,1,1,2,Lost Customers,0,0,0
13240.0,96,4,663.65,9.905223880597015,59,270,2,4,3,Lost Customers,0,0,0
13242.0,112,3,270.40000000000003,20.800000000000004,12,102,2,3,2,Lost Customers,0,0,0
13243.0,203,1,585.12,10.265263157894736,56,1,1,1,3,Lost Customers,0,0,0
13244.0,93,1,121.74000000000001,4.508888888888889,27,1,2,1,1,Lost Customers,0,0,0
13245.0,51,1,430.5,26.90625,16,1,3,1,2,Potential Loyalists,0,0,0
13246.0,18,6,1961.52,14.422941176470587,110,313,4,5,5,Champions,1,1,1
13247.0,18,4,501.12,20.0448,18,65,4,4,3,Potential Loyalists,0,0,0
13248.0,125,2,465.68,17.91076923076923,25,65,2,2,3,Lost Customers,0,0,0
13249.0,92,3,711.41,30.93086956521739,21,169,2,3,3,Lost Customers,0,0,0
13253.0,157,2,1030.4,28.622222222222224,35,183,2,2,4,Lost Customers,0,0,0
13255.0,9,2,399.51,30.73153846153846,13,365,5,2,2,New Customers,0,0,0
13258.0,12,3,672.83,18.689722222222223,28,194,5,3,3,Potential Loyalists,0,0,0
13259.0,62,1,283.18,3.4960493827160493,77,1,3,1,2,Potential Loyalists,0,1,0
